ID,SMILES,IC50,pIC50,Assay Type,Document ChEMBL ID,Category,Assay Description,Source ID,Source Description,Document Journal,Document Year,Molecular Weight,AlogP,bioactivity,bio_code
CHEMBL4784104,CC1(C)CN2C(CS/C(N)=N\[C@H]3CC[C@H](CNC(=O)COCC(=O)NCCCCNC(=O)COCC(=O)N[C@@H]4CC[C@@]5(O)[C@H]6Cc7ccc(O)c8c7[C@@]5(CCN6CC5CC5)[C@H]4O8)CC3)=CSC2=N1,50,7.3,F,CHEMBL4725485,agonist,Agonist activity at mu opioid receptor (unknown origin) by [35S]-GTPgammaS binding assay,1,Scientific Literature,ACS Med Chem Lett,2020,980.27,2.25,active,2
CHEMBL4784329,CC(C)C[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,588.84,6.23,F,CHEMBL4715798,agonist,Agonist activity at mu opioid receptor (unknown origin) expressed in HEK293-A cells assessed as reduction in forskolin-induced cAMP accumulation incubated for 30 mins by competition PKA binding assay,1,Scientific Literature,J Med Chem,2016,1097.29,None,intermediate,1
CHEMBL4785222,N=C(N)NCCC[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](CO)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,562.34,6.25,F,CHEMBL4715798,agonist,Agonist activity at mu opioid receptor (unknown origin) expressed in HEK293-A cells assessed as reduction in forskolin-induced cAMP accumulation incubated for 30 mins by competition PKA binding assay,1,Scientific Literature,J Med Chem,2016,1128.26,None,intermediate,1
CHEMBL4786209,CC1OC2(CCN(CCc3ccccc3)CC2)CN(C)C1=O,787,6.1,F,CHEMBL4673253,agonist,Agonist activity at human MOR expressed in CHOK1 cells assessed as stimulation of cAMP accumulation incubated for 45 mins by HTRF assay,1,Scientific Literature,J Med Chem,2020,302.42,1.94,intermediate,1
CHEMBL4786506,COC(=O)[C@@H]1C=C(OC(=O)c2ccccc2)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,1.2,8.92,F,CHEMBL4715803,agonist,Agonist activity at human mu opiod receptor expressed in CHO-K1 cells assessed as increase in forskolin induced cAMP production measured after 30 mins by HitHunter luminescence based assay,1,Scientific Literature,J Med Chem,2016,492.52,4.42,highly_active,3
CHEMBL4788060,N=C(N)NCCC[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H]1CSSC[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,3828,5.42,F,CHEMBL4699661,agonist,Agonist activity at mu opioid receptor (unknown origin) expressed in HEK293-A cells assessed as inhibition of forskolin-stimulated cAMP accumulation incubated for 30 mins by competition PKA binding assay,1,Scientific Literature,J Med Chem,2020,1117.33,None,inactive,0
CHEMBL4788431,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,250.2,6.6,F,CHEMBL4715798,agonist,Agonist activity at mu opioid receptor (unknown origin) expressed in HEK293-A cells assessed as reduction in forskolin-induced cAMP accumulation incubated for 30 mins by competition PKA binding assay,1,Scientific Literature,J Med Chem,2016,1097.29,None,intermediate,1
CHEMBL4788650,CCN1CC2(CCN(CCc3ccc(F)cc3)CC2)O[C@H](C)C1=O,108,6.97,F,CHEMBL4673253,agonist,Agonist activity at human MOR expressed in CHOK1 cells assessed as stimulation of cAMP accumulation incubated for 45 mins by HTRF assay,1,Scientific Literature,J Med Chem,2020,334.44,2.47,intermediate,1
CHEMBL4789005,C[C@H]1OC2(CCN(CCc3ccccc3)CC2)CN(C2CC2)C1=O,7,8.15,F,CHEMBL4673253,agonist,Agonist activity at human MOR expressed in CHOK1 cells assessed as stimulation of cAMP accumulation incubated for 45 mins by HTRF assay,1,Scientific Literature,J Med Chem,2020,328.46,2.47,highly_active,3
CHEMBL4789659,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H]1Cc2ccccc2CN(CCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)O)C(C)(C)C)C1=O,12.8,7.89,F,CHEMBL4699489,agonist,Agonist activity at human MOR stably expressed in CHO cell membranes assessed as stimulation of [35S]-GTPgammaS binding incubated for 1 hr by liquid scintillation counting assay,1,Scientific Literature,J Med Chem,2020,1394.69,None,active,2
CHEMBL4790011,C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,245.47,6.61,F,CHEMBL4715798,agonist,Agonist activity at mu opioid receptor (unknown origin) expressed in HEK293-A cells assessed as reduction in forskolin-induced cAMP accumulation incubated for 30 mins by competition PKA binding assay,1,Scientific Literature,J Med Chem,2016,1055.21,None,intermediate,1
CHEMBL4790994,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H]1Cc2ccccc2CN(CCC(=O)N[C@@H](CCCN2CCC(Cc3ccccc3)CC2)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C1=O,18,7.75,F,CHEMBL4765381,agonist,Agonist activity at human mu-opioid receptor expressed in HEK293 cells assessed as inhibition of forskolin-induced cAMP accumulation preincubated for 15 mins followed by forskolin addition in presence of IBMX by Glo-sensor cAMP assay,1,Scientific Literature,J Med Chem,2020,1014.29,None,active,2
CHEMBL4792870,C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,28.18,7.55,F,CHEMBL4715798,agonist,Agonist activity at mu opioid receptor (unknown origin) expressed in HEK293-A cells assessed as reduction in forskolin-induced cAMP accumulation incubated for 30 mins by competition PKA binding assay,1,Scientific Literature,J Med Chem,2016,1041.18,None,active,2
CHEMBL4793250,N=C(N)NCCC[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CS)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](CS)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,218.78,6.66,F,CHEMBL4699661,agonist,Agonist activity at mu opioid receptor (unknown origin) expressed in HEK293-A cells assessed as inhibition of forskolin-stimulated cAMP accumulation incubated for 30 mins by competition PKA binding assay,1,Scientific Literature,J Med Chem,2020,1119.34,None,intermediate,1
CHEMBL4795160,OCCC[C@H]1[C@@H]2CCC[C@@]1(c1cccc(O)c1)CCN2CCc1ccccc1,1.2,8.92,F,CHEMBL4680063,agonist,Agonist activity at human MOR expressed in CHOK1 cells assessed as inhibition of forskolin-stimulated cAMP accumulation incubated for 30 mins by luminescence assay,1,Scientific Literature,RSC Med Chem,2020,379.54,4.52,highly_active,3
CHEMBL4796596,C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,38.9,7.41,F,CHEMBL4715798,agonist,Agonist activity at mu opioid receptor (unknown origin) expressed in HEK293-A cells assessed as reduction in forskolin-induced cAMP accumulation incubated for 30 mins by competition PKA binding assay,1,Scientific Literature,J Med Chem,2016,1055.21,None,active,2
CHEMBL4796605,CC1OC2(CCN(CCc3ccccc3)CC2)CN(CCc2ccccc2)C1=O,22,7.66,F,CHEMBL4673253,agonist,Agonist activity at human MOR expressed in CHOK1 cells assessed as stimulation of cAMP accumulation incubated for 45 mins by HTRF assay,1,Scientific Literature,J Med Chem,2020,392.54,3.55,active,2
CHEMBL4797394,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H]1Cc2ccccc2CN(CCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C1=O,12,7.92,F,CHEMBL4765381,agonist,Agonist activity at human mu-opioid receptor expressed in HEK293 cells assessed as inhibition of forskolin-induced cAMP accumulation preincubated for 15 mins followed by forskolin addition in presence of IBMX by Glo-sensor cAMP assay,1,Scientific Literature,J Med Chem,2020,898.08,-0.95,active,2
CHEMBL4798954,Oc1cccc([C@@]23CCC[C@H]([C@H]2O)N(CCc2ccccc2)CC3)c1,0.017,10.77,F,CHEMBL4680063,agonist,Agonist activity at human MOR expressed in CHOK1 cells assessed as inhibition of forskolin-stimulated cAMP accumulation incubated for 30 mins by luminescence assay,1,Scientific Literature,RSC Med Chem,2020,337.46,3.49,highly_active,3
CHEMBL4799292,COC(=O)[C@@H]1C=C(OC(=O)c2ccc(Cl)cc2)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,30,7.52,F,CHEMBL4715803,agonist,Agonist activity at human mu opiod receptor expressed in CHO-K1 cells assessed as increase in forskolin induced cAMP production measured after 30 mins by HitHunter luminescence based assay,1,Scientific Literature,J Med Chem,2016,526.97,5.07,active,2
CHEMBL4800237,N=C(N)NCCC[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,42.66,7.37,F,CHEMBL4699661,agonist,Agonist activity at mu opioid receptor (unknown origin) expressed in HEK293-A cells assessed as inhibition of forskolin-stimulated cAMP accumulation incubated for 30 mins by competition PKA binding assay,1,Scientific Literature,J Med Chem,2020,1117.33,None,active,2
CHEMBL480426,CC1(N2CCC(n3c(-c4cccc(CN)c4)nc4ccccc43)CC2)CCCCCCC1,340,6.47,F,CHEMBL1143349,agonist,Agonist activity at human mu opioid receptor expressed in CHOK1 cells by [35S]GTPgammaS binding,1,Scientific Literature,J Med Chem,2009,430.64,6.3,intermediate,1
CHEMBL481366,CC1(N2CCC(n3c([C@H]4CCCNC4)nc4ccccc43)CC2)CCCCCCC1,23,7.64,F,CHEMBL1143349,agonist,Agonist activity at human mu opioid receptor expressed in CHOK1 cells by [35S]GTPgammaS binding,1,Scientific Literature,J Med Chem,2009,408.63,5.64,active,2
CHEMBL481367,CC1(N2CCC(n3c(-c4cccc(S(C)(=O)=O)c4)nc4ccccc43)CC2)CCCCCCC1,288,6.54,F,CHEMBL1143349,agonist,Agonist activity at human mu opioid receptor expressed in CHOK1 cells by [35S]GTPgammaS binding,1,Scientific Literature,J Med Chem,2009,479.69,6.25,intermediate,1
CHEMBL481512,CC1(N2CCC(n3c([C@@H]4CCCNC4)nc4ccccc43)CC2)CCCCCCC1,34,7.47,F,CHEMBL1143349,agonist,Agonist activity at human mu opioid receptor expressed in CHOK1 cells by [35S]GTPgammaS binding,1,Scientific Literature,J Med Chem,2009,408.63,5.64,active,2
CHEMBL481547,CC1(N2CCC(n3c(-c4ccc(F)c(Cl)c4)nc4ccccc43)CC2)CCCCCCC1,759,6.12,F,CHEMBL1143349,agonist,Agonist activity at human mu opioid receptor expressed in CHOK1 cells by [35S]GTPgammaS binding,1,Scientific Literature,J Med Chem,2009,454.03,7.64,intermediate,1
CHEMBL481548,CC1(N2CCC(n3c(-c4ccc5cc[nH]c5c4)nc4ccccc43)CC2)CCCCCCC1,8625,5.06,F,CHEMBL1143349,agonist,Agonist activity at human mu opioid receptor expressed in CHOK1 cells by [35S]GTPgammaS binding,1,Scientific Literature,J Med Chem,2009,440.64,7.32,inactive,0
CHEMBL481707,CC1(N2CCC(n3c(-c4cc5ccccc5o4)nc4ccccc43)CC2)CCCCCCC1,3673,5.43,F,CHEMBL1143349,agonist,Agonist activity at human mu opioid receptor expressed in CHOK1 cells by [35S]GTPgammaS binding,1,Scientific Literature,J Med Chem,2009,441.62,7.59,inactive,0
CHEMBL4852470,Cl.O=C(N[C@@H]1C=C[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1c[nH]c2cccnc12,0.96,9.02,F,CHEMBL4814025,partial agonist,Partial agonist activity at mu opioid receptor (unknown origin) expressed in CHO cell membranes incubated for 1 hr by [35S]GTPgammaS binding assay,1,Scientific Literature,Bioorg Med Chem Lett,2021,521.02,2.41,highly_active,3
CHEMBL4862035,Cl.O=C(N[C@H]1C=C[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1n[nH]c2ccccc12,1.57,8.8,F,CHEMBL4814025,partial agonist,Partial agonist activity at mu opioid receptor (unknown origin) expressed in CHO cell membranes incubated for 1 hr by [35S]GTPgammaS binding assay,1,Scientific Literature,Bioorg Med Chem Lett,2021,521.02,2.41,highly_active,3
CHEMBL4864454,Cl.O=C(N[C@@H]1C=C[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1c[nH]c2ccncc12,2.05,8.69,F,CHEMBL4814025,partial agonist,Partial agonist activity at mu opioid receptor (unknown origin) expressed in CHO cell membranes incubated for 1 hr by [35S]GTPgammaS binding assay,1,Scientific Literature,Bioorg Med Chem Lett,2021,521.02,2.41,highly_active,3
CHEMBL4866007,Cl.O=C(N[C@H]1C=C[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1c[nH]c2ncccc12,8.35,8.08,F,CHEMBL4814025,partial agonist,Partial agonist activity at mu opioid receptor (unknown origin) expressed in CHO cell membranes incubated for 1 hr by [35S]GTPgammaS binding assay,1,Scientific Literature,Bioorg Med Chem Lett,2021,521.02,2.41,highly_active,3
CHEMBL4868660,Cl.O=C(N[C@H]1C=C[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1c[nH]c2ccncc12,2.05,8.69,F,CHEMBL4814025,partial agonist,Partial agonist activity at mu opioid receptor (unknown origin) expressed in CHO cell membranes incubated for 1 hr by [35S]GTPgammaS binding assay,1,Scientific Literature,Bioorg Med Chem Lett,2021,521.02,2.41,highly_active,3
CHEMBL4874437,Cl.O=C(N[C@@H]1C=C[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1c[nH]c2ncccc12,0.73,9.14,F,CHEMBL4814025,partial agonist,Partial agonist activity at mu opioid receptor (unknown origin) expressed in CHO cell membranes incubated for 1 hr by [35S]GTPgammaS binding assay,1,Scientific Literature,Bioorg Med Chem Lett,2021,521.02,2.41,highly_active,3
CHEMBL4875882,Cl.O=C(N[C@H]1C=C[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1c[nH]c2cccnc12,1.97,8.71,F,CHEMBL4814025,partial agonist,Partial agonist activity at mu opioid receptor (unknown origin) expressed in CHO cell membranes incubated for 1 hr by [35S]GTPgammaS binding assay,1,Scientific Literature,Bioorg Med Chem Lett,2021,521.02,2.41,highly_active,3
CHEMBL4878105,Cl.O=C(N[C@@H]1C=C[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1c[nH]c2cnccc12,3.94,8.4,F,CHEMBL4814025,partial agonist,Partial agonist activity at mu opioid receptor (unknown origin) expressed in CHO cell membranes incubated for 1 hr by [35S]GTPgammaS binding assay,1,Scientific Literature,Bioorg Med Chem Lett,2021,521.02,2.41,highly_active,3
CHEMBL4878281,Cl.O=C(N[C@@H]1C=C[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1n[nH]c2ccccc12,0.49,9.31,F,CHEMBL4814025,partial agonist,Partial agonist activity at mu opioid receptor (unknown origin) expressed in CHO cell membranes incubated for 1 hr by [35S]GTPgammaS binding assay,1,Scientific Literature,Bioorg Med Chem Lett,2021,521.02,2.41,highly_active,3
CHEMBL4879114,Cl.O=C(N[C@H]1C=C[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1c[nH]c2cnccc12,13.57,7.87,F,CHEMBL4814025,partial agonist,Partial agonist activity at mu opioid receptor (unknown origin) expressed in CHO cell membranes incubated for 1 hr by [35S]GTPgammaS binding assay,1,Scientific Literature,Bioorg Med Chem Lett,2021,521.02,2.41,active,2
CHEMBL493846,O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccc2ccccc2c1,0.3,9.52,F,CHEMBL4028804,agonist,Agonist activity at human mu-opioid receptor expressed in HEK293 cell membranes after 1 hr by [35S]-GTPgammaS binding assay,1,Scientific Literature,J Med Chem,2017,496.61,3.91,highly_active,3
CHEMBL501331,CN1CCC[C@H](c2nc3ccccc3n2C2CCN(C3(C)CCCCCCC3)CC2)C1,71,7.15,F,CHEMBL1143349,agonist,Agonist activity at human mu opioid receptor expressed in CHOK1 cells by [35S]GTPgammaS binding,1,Scientific Literature,J Med Chem,2009,422.66,5.99,active,2
CHEMBL5069961,Fc1ccc(CNCC[C@@]2(c3ccccn3)CCOC3(CCOC3)C2)cc1Cl,26.5,7.58,F,CHEMBL5042488,agonist,Agonist activity at mu opioid receptor (unknown origin) assessed as increase in cAMP level incubated for 40 mins by spectrophotometry,1,Scientific Literature,Eur J Med Chem,2022,404.91,4.26,active,2
CHEMBL5070613,CCC(=O)N(CC1(N2CCN(Cc3ccccc3)CC2)CCOCC1)c1ccccc1,26,7.58,F,CHEMBL5032513,agonist,Agonist activity at human MOR expressed in CHO-K1 cells assessed as reduction in forskolin-induced cAMP production incubated for 45 mins by by HTRF assay,1,Scientific Literature,J Med Chem,2021,421.59,3.8,active,2
CHEMBL5070616,C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(N)=O,389.05,6.41,F,CHEMBL5032494,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of calcium mobilization by Fluo-4 AM dye based analysis,1,Scientific Literature,J Med Chem,2021,1443.68,None,intermediate,1
CHEMBL5071286,CC[C@@H]1CN2CC[C@@]3(O)C(=Nc4cccc(-c5ccoc5)c43)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,10964.78,4.96,F,CHEMBL5030540,agonist,Agonist activity at human MOR receptor expressed in HTLA cells co-expressing TEV-fused-beta-arrestin2 assessed as induction of beta-arrestin2 recruitment by Tango assay,1,Scientific Literature,J Med Chem,2021,450.54,4.04,inactive,0
CHEMBL5072270,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1cccc2ccccc12)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(N)=O,15.85,7.8,F,CHEMBL5032494,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of calcium mobilization by Fluo-4 AM dye based analysis,1,Scientific Literature,J Med Chem,2021,1521.8,None,active,2
CHEMBL5073189,CCC(=O)N(CC1(N2CCN(Cc3ccccc3)CC2)CC1)c1ncccc1C(F)(F)F,28,7.55,F,CHEMBL5032513,agonist,Agonist activity at human MOR expressed in CHO-K1 cells assessed as reduction in forskolin-induced cAMP production incubated for 45 mins by by HTRF assay,1,Scientific Literature,J Med Chem,2021,446.52,4.19,active,2
CHEMBL5073561,CCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(N)=O,181.97,6.74,F,CHEMBL5032494,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of calcium mobilization by Fluo-4 AM dye based analysis,1,Scientific Literature,J Med Chem,2021,1409.66,None,intermediate,1
CHEMBL5073754,CN(C)C(=O)C(CCNCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)(c1ccccc1)c1ccccc1,1096.48,5.96,F,CHEMBL5046218,agonist,Agonist activity at human mu opioid receptor expressed in HEK293T cells assessed as Galphai2 activation preincubated for 5 mins with coelenterazine followed by compound addition and measured after 10 mins by BRET assay,1,Scientific Literature,J Med Chem,2021,567.61,5.95,inactive,0
CHEMBL5074742,Fc1ccc([C@]2(CCNCc3scc4c3CCC4)CCOC3(CCOC3)C2)cc1,0.07,10.15,F,CHEMBL5042488,agonist,Agonist activity at mu opioid receptor (unknown origin) assessed as increase in cAMP level incubated for 40 mins by spectrophotometry,1,Scientific Literature,Eur J Med Chem,2022,415.57,4.76,highly_active,3
CHEMBL5074745,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(N)=O)[C@@H](C)O,42.66,7.37,F,CHEMBL5032494,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of calcium mobilization by Fluo-4 AM dye based analysis,1,Scientific Literature,J Med Chem,2021,1425.66,None,active,2
CHEMBL5074977,CC[C@@H]1CN2CC[C@@]3(O)C(=Nc4cccc(C)c43)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,10471.29,4.98,F,CHEMBL5030540,agonist,Agonist activity at human MOR receptor expressed in HTLA cells co-expressing TEV-fused-beta-arrestin2 assessed as induction of beta-arrestin2 recruitment by Tango assay,1,Scientific Literature,J Med Chem,2021,398.5,3.09,inactive,0
CHEMBL5075152,COCC(=O)N(CC(C)(C)N1CCN(Cc2ccccc2)CC1)c1ccccc1,1468,5.83,F,CHEMBL5032513,agonist,Agonist activity at human MOR expressed in CHO-K1 cells assessed as reduction in forskolin-induced cAMP production incubated for 45 mins by by HTRF assay,1,Scientific Literature,J Med Chem,2021,395.55,3.26,inactive,0
CHEMBL5075279,CC[C@@H]1CN2CC[C@@]3(O)C(=Nc4ccc(-c5ccccc5)c(OC)c43)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,104.3,6.98,F,CHEMBL5030540,agonist,Agonist activity at human MOR expressed in HEK293T cells assessed as inhibition of forskolin-stimulated cAMP accumulation incubated for 30 mins by Glo-sensor cAMP assay,1,Scientific Literature,J Med Chem,2021,490.6,4.46,intermediate,1
CHEMBL5075300,c1ccc([C@]2(CCNCc3scc4c3CCC4)CCO[C@]3(CCOC3)C2)nc1,0.46,9.34,F,CHEMBL5042488,agonist,Agonist activity at mu opioid receptor (unknown origin) assessed as increase in cAMP level incubated for 40 mins by spectrophotometry,1,Scientific Literature,Eur J Med Chem,2022,398.57,4.02,highly_active,3
CHEMBL5075424,CC[C@@H]1CN2CCc3c([nH]c4cccc(C)c34)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,82.94,7.08,F,CHEMBL5030540,agonist,Agonist activity at human MOR expressed in HEK293T cells assessed as inhibition of forskolin-stimulated cAMP accumulation incubated for 30 mins by Glo-sensor cAMP assay,1,Scientific Literature,J Med Chem,2021,382.5,4.12,active,2
CHEMBL5075502,CCC(=O)N(CC1(N2CCN(Cc3ccccc3)CC2)CC1)c1ccccc1F,73,7.14,F,CHEMBL5032513,agonist,Agonist activity at human MOR expressed in CHO-K1 cells assessed as reduction in forskolin-induced cAMP production incubated for 45 mins by by HTRF assay,1,Scientific Literature,J Med Chem,2021,395.52,3.92,active,2
CHEMBL5075806,CC[C@@H]1CN2CCc3c([nH]c4ccc(C)c(OC)c34)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,369.7,6.43,F,CHEMBL5030540,agonist,Agonist activity at human MOR expressed in HEK293T cells assessed as inhibition of forskolin-stimulated cAMP accumulation incubated for 30 mins by Glo-sensor cAMP assay,1,Scientific Literature,J Med Chem,2021,412.53,4.13,intermediate,1
CHEMBL5075990,CCc1cc(Cl)c(OC)c(C(=O)NCC2CCCN2CCCCNCCC(C(=O)N(C)C)(c2ccccc2)c2ccccc2)c1O,208.93,6.68,F,CHEMBL5046218,agonist,Agonist activity at human mu opioid receptor expressed in HEK293T cells assessed as Galphai2 activation preincubated for 5 mins with coelenterazine followed by compound addition and measured after 10 mins by BRET assay,1,Scientific Literature,J Med Chem,2021,649.28,5.65,intermediate,1
CHEMBL5076404,CCC(=O)N(CC1(N2CCN(Cc3ccccc3)CC2)CC1)c1ccccn1,39,7.41,F,CHEMBL5032513,agonist,Agonist activity at human MOR expressed in CHO-K1 cells assessed as reduction in forskolin-induced cAMP production incubated for 45 mins by by HTRF assay,1,Scientific Literature,J Med Chem,2021,378.52,3.18,active,2
CHEMBL5076581,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H]1CSSC[C@@H](C(=O)NCC(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)O)NC(=O)[C@H](Cc2ccc(Cl)cc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,13.6,7.87,F,CHEMBL5029183,agonist,Agonist activity at mu-opioid receptor (unknown origin) expressed in HEK293 cells assessed as inhibition of forskolin-induced cAMP accumulation incubated for 15 mins by ELISA,1,Scientific Literature,J Med Chem,2021,1150.79,None,active,2
