ID,SMILES,IC50,pIC50,Assay Type,Document ChEMBL ID,Category,Category_broad,Assay Description,Source ID,Source Description,Document Journal,Document Year,Molecular Weight,AlogP,bioactivity,bio_code,MW,LogP,LogS,nHA,nHD,TPSA,Druglikeness,Molecular_Flexibility,Molecular_Complexity,nHET,nRot,nAro,Globularity_SVD,Globularity_Vol,pc1,pc2,pc3,CSK_frequency,Scaffold_frequency
CHEMBL4646678,Cc1nnc(-c2cnc3c(c2)C[C@@]2(OCCCc4ccccc4)[C@H]4Cc5ccc(O)c6c5[C@@]2(CCN4CC2CC2)[C@H]3O6)o1,17.5,7.76,F,CHEMBL4627399,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by [35S]GTPgammaS binding assay,1,Scientific Literature,J Med Chem,2020,576.7,5.5,active,2,576.695,5.0178,-6.368,8,1,93.74,1.4023,0.25646,1.1221,8,8,4,0.39108,0.67988,-0.1719586645,-1.50574877,-0.06027287425,5,1
CHEMBL4646736,C=C(C(N)=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CCCCNC(C)=O)NC(=O)[C@@H](N)Cc1ccc(O)cc1)c1ccco1,934,6.03,F,CHEMBL4627340,agonist,agonist,Agonist activity at mu opioid receptor (unknown origin) expressed in human HEK293 cells assessed as increase in cAMP accumulation using [3H]-cAMP as substrate measured after 30mins by liquid scintillation counting method,1,Scientific Literature,Bioorg Med Chem,2020,685.78,1.75,intermediate,1,685.779,0.6945,-4.724,14,8,234.67,-4.5903,0.49911,0.90064,14,18,4,0.53019,0.60942,2.67345678,0.08855761343,0.1985680139,11,11
CHEMBL4647353,Oc1ccc2c3c1O[C@H]1c4ncc(-c5ccccc5C5CC5)cc4C[C@@]4(OCCCc5ccccc5)[C@@H](C2)N(CC2CC2)CC[C@]314,141,6.85,F,CHEMBL4627399,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by [35S]GTPgammaS binding assay,1,Scientific Literature,J Med Chem,2020,610.8,7.69,intermediate,1,610.795,7.7293,-8.054,5,1,54.82,0.58474,0.26385,1.1331,5,9,4,0.41673,0.66874,-0.7961751167,-3.020916531,0.127604268,1,1
CHEMBL4647561,C=C(C(N)=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CNC(C)=O)NC(=O)[C@@H](N)Cc1ccc(O)cc1)c1ccco1,272,6.57,F,CHEMBL4627340,agonist,agonist,Agonist activity at mu opioid receptor (unknown origin) expressed in human HEK293 cells assessed as increase in cAMP accumulation using [3H]-cAMP as substrate measured after 30mins by liquid scintillation counting method,1,Scientific Literature,Bioorg Med Chem,2020,643.7,0.58,intermediate,1,643.699,-0.6687,-3.914,14,8,234.67,-0.45515,0.49625,0.90116,14,15,4,0.52154,0.63451,2.593925832,0.880259088,-0.1057458827,11,11
CHEMBL4647696,Cc1ccc(-c2cnc3c(c2)C[C@@]2(OCCCc4ccccc4)[C@H]4Cc5ccc(O)c6c5[C@@]2(CCN4CC2CC2)[C@H]3O6)cc1,2.31,8.64,F,CHEMBL4627399,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by [35S]GTPgammaS binding assay,1,Scientific Literature,J Med Chem,2020,584.76,7.12,highly_active,3,584.758,6.9624,-7.441,5,1,54.82,0.54372,0.26204,1.128,5,8,4,0.34087,0.66765,-0.8206244942,-2.489442357,0.06304845258,25,19
CHEMBL4648628,Oc1ccc2c3c1O[C@H]1c4ncc(-c5ccccn5)cc4C[C@@]4(OCCCc5ccccc5)[C@@H](C2)N(CC2CC2)CC[C@]314,526,6.28,F,CHEMBL4627399,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by [35S]GTPgammaS binding assay,1,Scientific Literature,J Med Chem,2020,571.72,6.21,intermediate,1,571.719,5.7086,-5.994,6,1,67.71,0.58474,0.25771,1.1303,6,8,4,0.36213,0.66585,-0.6002496537,-1.405238994,0.1994286568,25,1
CHEMBL4648915,COc1ccc(C2CCCN2Cc2ccc(Oc3ccc(C(=O)NO)cc3)cc2)cc1,201.5,6.7,F,CHEMBL4619756,antagonist,antagonist,Antagonist activity at human mu opiod receptor expressed in CHO cells assessed as inhibition of DAMGO-induced [35S]GTPgammaS binding incubated for 4 hrs by microbeta liquid scintillation counting method,1,Scientific Literature,Bioorg Med Chem Lett,2020,418.49,4.94,intermediate,1,418.491,3.886,-5.513,6,2,71.03,3.3787,0.55218,0.76319,6,7,3,0.32712,0.68163,-0.5926904505,-0.6352401722,-0.1083219839,3,3
CHEMBL4648920,CN(C)Cc1ccccc1-c1cnc2c(c1)C[C@@]1(OCCCc3ccccc3)[C@H]3Cc4ccc(O)c5c4[C@@]1(CCN3CC1CC1)[C@H]2O5,28.9,7.54,F,CHEMBL4627399,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by [35S]GTPgammaS binding assay,1,Scientific Literature,J Med Chem,2020,627.83,6.87,active,2,627.826,6.2414,-6.611,6,1,58.06,2.0569,0.28875,1.1323,6,10,4,0.40101,0.68238,-0.4882500262,-1.941817122,0.3469123577,25,19
CHEMBL4649485,CN(C)c1ccccc1-c1cnc2c(c1)C[C@@]1(OCCCc3ccccc3)[C@H]3Cc4ccc(O)c5c4[C@@]1(CCN3CC1CC1)[C@H]2O5,233,6.63,F,CHEMBL4627399,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by [35S]GTPgammaS binding assay,1,Scientific Literature,J Med Chem,2020,613.8,6.88,intermediate,1,613.799,6.5149,-7.133,6,1,58.06,1.3312,0.27912,1.1319,6,9,4,0.37798,0.6674,-0.5631105119,-2.270478562,0.1569001821,25,19
CHEMBL4649820,Cc1cccc(C)c1-c1cnc2c(c1)C[C@@]1(OCCCc3ccccc3)[C@H]3Cc4ccc(O)c5c4[C@@]1(CCN3CC1CC1)[C@H]2O5,3.4,8.47,F,CHEMBL4627399,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by [35S]GTPgammaS binding assay,1,Scientific Literature,J Med Chem,2020,598.79,7.43,highly_active,3,598.784,7.3063,-7.785,5,1,54.82,0.54372,0.26126,1.1303,5,8,4,0.3647,0.68218,-0.8231823424,-2.764962726,0.0307734038,25,19
CHEMBL466067,Cc1ccc(C(c2ccccc2Cl)N2C3CCC2CC(O)(C2CCCC2)C3)c(Cl)c1,709,6.15,F,CHEMBL1138606,agonist,agonist,Agonist activity at human mu opioid assessed as stimulation of GDP-induced [35S]GTPgammaS binding,1,Scientific Literature,Bioorg Med Chem Lett,2009,444.45,6.94,intermediate,1,444.444,6.4914,-6.77,2,1,23.47,-0.072429,0.26046,0.88404,4,4,2,0.5312,0.75436,-1.536305042,-1.837627315,-0.1914327255,1,1
CHEMBL466847,OC1(c2ccccc2)CC2CCC(C1)N2C(c1ccccc1Cl)c1ccccc1Cl,337,6.47,F,CHEMBL1138606,agonist,agonist,Agonist activity at human mu opioid assessed as stimulation of GDP-induced [35S]GTPgammaS binding,1,Scientific Literature,Bioorg Med Chem Lett,2009,438.4,6.6,intermediate,1,438.397,6.4315,-6.391,2,1,23.47,0.68729,0.26061,0.88077,4,4,3,0.60493,0.74838,-1.556110219,-1.598293261,-0.1083127044,16,9
CHEMBL466921,NC(=O)C1(c2ccc(F)cc2)CC2CCC(C1)N2C(c1ccccc1Cl)c1ccccc1Cl,947,6.02,F,CHEMBL1138606,agonist,agonist,Agonist activity at human mu opioid assessed as stimulation of GDP-induced [35S]GTPgammaS binding,1,Scientific Literature,Bioorg Med Chem Lett,2009,483.41,6.27,intermediate,1,483.413,5.6426,-7.047,3,1,46.33,0.54472,0.27927,0.90271,6,5,3,0.58962,0.74399,-1.066495348,-1.901217874,-0.3359682182,16,9
CHEMBL467313,COC(=O)NC1(c2ccccc2)CC2CCC(C1)N2C(c1ccccc1Cl)c1ccccc1Cl,782,6.11,F,CHEMBL1138606,agonist,agonist,Agonist activity at human mu opioid assessed as stimulation of GDP-induced [35S]GTPgammaS binding,1,Scientific Literature,Bioorg Med Chem Lett,2009,495.45,6.96,intermediate,1,495.448,6.6451,-6.98,4,1,41.57,-8.1795,0.29371,0.91289,6,6,3,0.61456,0.72862,-1.078180943,-2.05884863,-0.07150658649,16,9
CHEMBL467488,Cc1ccc(C(c2ccccc2Cl)N2C3CCC2CC(O)(c2cccc(F)c2)C3)c(Cl)c1,894,6.05,F,CHEMBL1138606,agonist,agonist,Agonist activity at human mu opioid assessed as stimulation of GDP-induced [35S]GTPgammaS binding,1,Scientific Literature,Bioorg Med Chem Lett,2009,470.42,7.04,intermediate,1,470.413,6.8762,-7.049,2,1,23.47,-0.7268,0.27317,0.90037,5,4,3,0.51964,0.73494,-1.469350718,-2.095312368,-0.2116209467,16,9
CHEMBL468952,OCC1(c2ccccc2)CC2CCC(C1)N2C(c1ccccc1Cl)c1ccccc1Cl,2144,5.67,F,CHEMBL1138606,agonist,agonist,Agonist activity at human mu opioid assessed as stimulation of GDP-induced [35S]GTPgammaS binding,1,Scientific Literature,Bioorg Med Chem Lett,2009,452.43,6.64,inactive,0,452.423,6.2892,-6.675,2,1,23.47,-3.2575,0.27878,0.87927,4,5,3,0.48144,0.76754,-1.459448926,-1.767042384,-0.09652259215,16,9
CHEMBL469189,C[C@H]1C2Cc3ccc4c(N)ncnc4c3[C@@]1(C)CCN2CC1CC1,28,7.55,F,CHEMBL1150274,antagonist,antagonist,Antagonist activity at human mu opioid receptor expressed in CHO cells assessed as inhibition of DAMGO-stimulated [35S]GTPgammaS binding,1,Scientific Literature,Bioorg Med Chem,2008,322.46,3.15,active,2,322.454,3.0078,-4.786,4,1,55.04,4.7372,0.22788,0.94496,4,2,2,0.35817,0.77238,-1.277487329,0.08595182771,-0.4814372105,1,1
CHEMBL470005,NC(=O)c1ccc2c(c1O)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CC1)CC3,10,8,F,CHEMBL1153960,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTPgammaS binding,1,Scientific Literature,Bioorg Med Chem Lett,2009,356.47,2.07,highly_active,3,356.464,1.889,-3.657,5,3,86.79,0.4462,0.2549,1.0085,5,3,1,0.39933,0.77707,-0.7009894882,0.9291043111,-0.3903610741,4,1
CHEMBL470617,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.[I-],170,6.77,F,CHEMBL1153960,antagonist,antagonist,Antagonist activity against human mu opioid receptor expressed in CHO cells assessed as inhibition of DAMGO-stimulated [35S]GTPgammaS binding,1,Scientific Literature,Bioorg Med Chem Lett,2009,483.35,1.67,intermediate,1,483.34,-1.5239,-2.927,5,2,66.76,0.63257,0.25637,1.0769,5,2,1,0.49802,0.81287,-0.3407252851,1.826889811,-0.7230670744,1,1
CHEMBL471048,CN1CC[C@]23CC(=O)CC[C@H]2[C@H]1Cc1ccc(C(N)=O)c(O)c13,1.6,8.8,F,CHEMBL1153960,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTPgammaS binding,1,Scientific Literature,Bioorg Med Chem Lett,2009,314.38,1.36,highly_active,3,314.384,1.2796,-2.943,5,2,83.63,4.131,0.20649,0.99174,5,1,1,0.48785,0.80154,-0.9175464947,1.508488045,-0.4713028776,1,1
CHEMBL471049,CN1CC[C@]23c4c5ccc(C(N)=O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,110,6.96,F,CHEMBL1153960,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTPgammaS binding,1,Scientific Literature,Bioorg Med Chem Lett,2009,312.37,1.02,intermediate,1,312.368,1.1088,-3.211,5,1,72.63,4.5789,0.18716,1.041,5,1,1,0.50766,0.8066,-1.013179053,1.368270772,-0.5126825286,7,2
CHEMBL471243,Cl.NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3,0.88,9.06,F,CHEMBL1153960,antagonist,antagonist,Antagonist activity against human mu opioid receptor expressed in CHO cells assessed as inhibition of DAMGO-stimulated [35S]GTPgammaS binding,1,Scientific Literature,Bioorg Med Chem Lett,2009,406.91,1.25,highly_active,3,406.908,1.1806,-3.309,6,3,103.86,4.4951,0.26489,1.0365,6,3,1,0.48183,0.77855,-0.3817438912,1.212024592,-0.4399327602,1,1
CHEMBL471806,CCCCCCC(N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,26.3,7.58,F,CHEMBL1150362,agonist,agonist,Agonist activity at mu opioid receptor in human SHSY5Y cells assessed as inhibition of forskolin-stimulated cAMP production,1,Scientific Literature,Bioorg Med Chem,2008,751.93,3.13,active,2,751.926,3.0179,-6.07,13,7,212.74,-11.258,0.512,0.91361,13,19,4,0.43816,0.61843,2.332947523,-1.198329732,0.3958366483,7,7
CHEMBL473699,Cc1nc2cc3c(cc2[nH]1)[C@@]1(C)CCN(CC2CC2)C(C3)[C@@H]1C,18,7.75,F,CHEMBL1136834,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTPgammaS binding,1,Scientific Literature,Bioorg Med Chem Lett,2009,309.46,3.81,active,2,309.455,3.413,-3.527,3,1,31.92,5.4748,0.2396,0.9215,3,2,2,0.31197,0.75732,-1.597374742,0.765176781,-0.0682979464,2,2
CHEMBL4740521,N=C(N)NCCC[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](CS)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](CS)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,178,6.75,F,CHEMBL4699661,agonist,agonist,Agonist activity at mu opioid receptor (unknown origin) expressed in HEK293-A cells assessed as inhibition of forskolin-stimulated cAMP accumulation incubated for 30 mins by competition PKA binding assay,1,Scientific Literature,J Med Chem,2020,1119.34,None,intermediate,1,1119.34,-3.8095,-5.552,25,14,495.94,2.0174,0.58667,0.92746,27,31,3,0.50657,0.5529,7.309063104,-0.08151881717,-0.06283349405,16,16
CHEMBL4741368,CNC(=O)COCC(=O)NCCCCCCCCCNC(=O)COCC(=O)N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,41.4,7.38,F,CHEMBL4715781,antagonist,antagonist,Antagonist activity at human MOR transfected in CHO cells co-transfected with Gqi5 assessed as inhibition of DAMGO-induced calcium mobilization incubated for 15 mins prior to DAMGO addition and measured for 90 secs by Fluo-4AM dye based fluorescence analysis,1,Scientific Literature,Bioorg Med Chem,2016,727.9,1.18,active,2,727.897,1.2841,-4.148,14,6,187.79,-0.74478,0.4814,1.0845,14,21,1,0.29922,0.58162,2.448134158,0.2144176233,0.8630830367,6,6
CHEMBL4741494,CCN1CC2(CCN(CCc3ccccc3)CC2)O[C@H](C)C1=O,49,7.31,F,CHEMBL4673253,agonist,agonist,Agonist activity at human MOR expressed in CHOK1 cells assessed as stimulation of cAMP accumulation incubated for 45 mins by HTRF assay,1,Scientific Literature,J Med Chem,2020,316.45,2.33,active,2,316.443,2.1473,-1.965,4,0,32.78,10.174,0.41223,0.75329,4,4,1,0.3225,0.73511,-1.387399605,1.860398012,0.3475144079,17,17
CHEMBL4744284,COC(=O)CC[C@@H]1[C@H]2CCC[C@]1(c1cccc(O)c1)CCN2CCc1ccccc1,31.3,7.5,F,CHEMBL4680063,agonist,agonist,Agonist activity at human MOR expressed in CHOK1 cells assessed as inhibition of forskolin-stimulated cAMP accumulation incubated for 30 mins by luminescence assay,1,Scientific Literature,RSC Med Chem,2020,407.55,4.7,active,2,407.552,4.7195,-4.461,4,1,49.77,-7.7148,0.44217,0.8945,4,8,2,0.46962,0.70708,-1.105588702,-0.1780894668,0.4638574741,9,2
CHEMBL4744365,N=C(N)NCCC[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,788,6.1,F,CHEMBL4699661,agonist,agonist,Agonist activity at mu opioid receptor (unknown origin) expressed in HEK293-A cells assessed as inhibition of forskolin-stimulated cAMP accumulation incubated for 30 mins by competition PKA binding assay,1,Scientific Literature,J Med Chem,2020,1117.33,None,intermediate,1,1117.32,-3.2407,-5.088,25,14,468.94,6.3065,0.52612,0.93236,27,23,3,0.39185,0.562,6.766851404,0.1922753349,-0.6270892833,4,1
CHEMBL4744531,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H]1Cc2ccccc2CN(CCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)O)C(C)(C)C)C1=O,64.6,7.19,F,CHEMBL4699489,agonist,agonist,Agonist activity at human MOR stably expressed in CHO cell membranes assessed as stimulation of [35S]-GTPgammaS binding incubated for 1 hr by liquid scintillation counting assay,1,Scientific Literature,J Med Chem,2020,1338.66,None,active,2,1338.66,-4.6546,-6.818,28,16,462.04,-20.293,0.54531,0.98306,28,37,3,0.49441,0.50219,8.380953848,-0.9458813486,0.09032463976,4,4
CHEMBL4745148,C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,308.2,6.51,F,CHEMBL4715798,agonist,agonist,Agonist activity at mu opioid receptor (unknown origin) expressed in HEK293-A cells assessed as reduction in forskolin-induced cAMP accumulation incubated for 30 mins by competition PKA binding assay,1,Scientific Literature,J Med Chem,2016,1112.26,None,intermediate,1,1112.26,-4.4404,-4.329,27,15,461.43,5.8663,0.58259,0.93381,27,32,3,0.42586,0.5364,7.455621307,0.7505374607,0.2479159201,16,16
CHEMBL4745430,COC(=O)[C@@H]1C=C(OC(=O)c2cccc(OC)c2)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,11,7.96,F,CHEMBL4715803,agonist,agonist,Agonist activity at human mu opiod receptor expressed in CHO-K1 cells assessed as increase in forskolin induced cAMP production measured after 30 mins by HitHunter luminescence based assay,1,Scientific Literature,J Med Chem,2016,522.55,4.43,active,2,522.548,3.2902,-4.957,9,0,118.34,-1.4228,0.27475,1.0193,9,7,2,0.33257,0.69018,-0.05371327733,-0.3181562313,-0.08957624717,12,5
CHEMBL4745899,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H]1Cc2ccccc2CN(CCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)O)C(C)(C)C)C1=O,6.49,8.19,F,CHEMBL4699489,agonist,agonist,Agonist activity at human MOR stably expressed in CHO cell membranes assessed as stimulation of [35S]-GTPgammaS binding incubated for 1 hr by liquid scintillation counting assay,1,Scientific Literature,J Med Chem,2020,1394.69,None,highly_active,3,1394.69,-2.1716,-5.56,32,20,533.8,-18.237,0.54798,0.98611,32,37,3,0.49442,0.50186,9.185381687,-0.6281904661,0.4643189615,4,4
CHEMBL4746919,N=C(N)NCCC[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CS)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](CS)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,1548.82,5.81,F,CHEMBL4699661,agonist,agonist,Agonist activity at mu opioid receptor (unknown origin) expressed in HEK293-A cells assessed as inhibition of forskolin-stimulated cAMP accumulation incubated for 30 mins by competition PKA binding assay,1,Scientific Literature,J Med Chem,2020,1119.34,None,inactive,0,1119.34,-3.8095,-5.552,25,14,495.94,2.0174,0.58582,0.92746,27,31,3,0.42898,0.54267,7.309063104,-0.08151881717,-0.06283349405,16,16
CHEMBL4747286,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H]1Cc2ccccc2CN(CCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)O)C(C)(C)C)C1=O,27.4,7.56,F,CHEMBL4699489,agonist,agonist,Agonist activity at human MOR stably expressed in CHO cell membranes assessed as stimulation of [35S]-GTPgammaS binding incubated for 1 hr by liquid scintillation counting assay,1,Scientific Literature,J Med Chem,2020,1338.66,None,active,2,1338.66,-4.6546,-6.818,28,16,462.04,-20.293,0.54531,0.98466,28,37,3,0.4101,0.50477,8.380953848,-0.9458813486,0.09032463976,4,4
CHEMBL474755,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(OC(=O)/C=C/c5ccccc5)[C@@H](C2)N(CC2CC2)CC[C@]314,34.4,7.46,F,CHEMBL1152801,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTPgammaS binding,1,Scientific Literature,J Med Chem,2009,485.58,4.09,active,2,485.578,4.1101,-5.456,6,0,65.07,1.821,0.2316,1.1054,6,7,2,0.32174,0.70059,-0.7145249444,-0.7289266385,0.02455317119,5,1
CHEMBL4748573,OCCC[C@@H]1[C@H]2CCC[C@]1(c1cccc(O)c1)CCN2CCc1ccccc1,35.2,7.45,F,CHEMBL4680063,agonist,agonist,Agonist activity at human MOR expressed in CHOK1 cells assessed as inhibition of forskolin-stimulated cAMP accumulation incubated for 30 mins by luminescence assay,1,Scientific Literature,RSC Med Chem,2020,379.54,4.52,active,2,379.542,4.6412,-4.351,3,2,43.7,-4.2919,0.43347,0.88837,3,7,2,0.44295,0.72907,-1.240199977,-0.04958392941,0.3664752112,9,2
CHEMBL4748689,COC(=O)/C=C/[C@H]1[C@@H]2CCC[C@@]1(c1cccc(O)c1)CCN2CCc1ccccc1,132,6.88,F,CHEMBL4680063,agonist,agonist,Agonist activity at human MOR expressed in CHOK1 cells assessed as inhibition of forskolin-stimulated cAMP accumulation incubated for 30 mins by luminescence assay,1,Scientific Literature,RSC Med Chem,2020,405.54,4.48,intermediate,1,405.536,4.4673,-4.233,4,1,49.77,-3.0887,0.39667,0.8945,4,7,2,0.42641,0.71505,-1.13516038,0.01461755794,0.3832359298,9,6
CHEMBL4748891,Cc1nnc(C(C)C)n1[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccc(NC(=O)COCC(=O)NCCCCCCCNC(=O)COCC(=O)N[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)cc1,40,7.4,F,CHEMBL4715781,antagonist,antagonist,Antagonist activity at human MOR transfected in CHO cells co-transfected with Gqi5 assessed as inhibition of DAMGO-induced calcium mobilization incubated for 15 mins prior to DAMGO addition and measured for 90 secs by Fluo-4AM dye based fluorescence analysis,1,Scientific Literature,Bioorg Med Chem,2016,1197.48,None,active,2,1197.47,5.1682,-6.987,20,7,250.84,-6.9442,0.48496,1.1147,22,28,3,0.37499,0.51625,4.294903432,-2.64771868,1.256864227,2,1
CHEMBL4748898,CC1OC2(CCN(CCc3ccccc3)CC2)CN(Cc2ccccc2)C1=O,2,8.7,F,CHEMBL4673253,agonist,agonist,Agonist activity at human MOR expressed in CHOK1 cells assessed as stimulation of cAMP accumulation incubated for 45 mins by HTRF assay,1,Scientific Literature,J Med Chem,2020,378.52,3.51,highly_active,3,378.514,3.1591,-2.988,4,0,32.78,8.8656,0.42058,0.78531,4,5,2,0.34039,0.71375,-1.316930578,1.010760513,0.3527764842,1,1
CHEMBL4748910,COC(=O)CC[C@@H]1[C@@H]2CCC[C@@]1(c1cccc(O)c1)CCN2CCc1ccccc1,854,6.07,F,CHEMBL4680063,agonist,agonist,Agonist activity at human MOR expressed in CHOK1 cells assessed as inhibition of forskolin-stimulated cAMP accumulation incubated for 30 mins by luminescence assay,1,Scientific Literature,RSC Med Chem,2020,407.55,4.7,intermediate,1,407.552,4.7195,-4.461,4,1,49.77,-7.7148,0.43284,0.8945,4,8,2,0.33057,0.70426,-1.105588702,-0.1780894668,0.4638574741,9,6
CHEMBL4749016,Cc1cc(O)cc(C)c1C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)C[C@H](CCCCN)NC(=O)CCN1Cc2ccccc2C[C@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](N)Cc2c(C)cc(O)cc2C)C1=O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)O)C(C)(C)C,65.4,7.18,F,CHEMBL4699489,agonist,agonist,Agonist activity at human MOR stably expressed in CHO cell membranes assessed as stimulation of [35S]-GTPgammaS binding incubated for 1 hr by liquid scintillation counting assay,1,Scientific Literature,J Med Chem,2020,1380.75,None,active,2,1380.74,-3.5124,-7.776,28,16,462.04,-20.293,0.54306,0.98796,28,38,3,0.46881,0.50716,8.402350491,-1.760824045,0.1272125652,1,1
CHEMBL4749564,CSCC[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,409,6.39,F,CHEMBL4715798,agonist,agonist,Agonist activity at mu opioid receptor (unknown origin) expressed in HEK293-A cells assessed as reduction in forskolin-induced cAMP accumulation incubated for 30 mins by competition PKA binding assay,1,Scientific Literature,J Med Chem,2016,1115.33,None,intermediate,1,1115.32,-3.0715,-4.883,25,14,443.64,5.8675,0.58535,0.92768,26,32,3,0.45785,0.54594,7.00075507,0.1672788028,0.3907023875,16,16
CHEMBL4750006,N=C(N)NCCC[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H]1CSSC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,196,6.71,F,CHEMBL4699661,agonist,agonist,Agonist activity at mu opioid receptor (unknown origin) expressed in HEK293-A cells assessed as inhibition of forskolin-stimulated cAMP accumulation incubated for 30 mins by competition PKA binding assay,1,Scientific Literature,J Med Chem,2020,1117.33,None,intermediate,1,1117.32,-3.2407,-5.088,25,14,468.94,6.3065,0.52832,0.93236,27,23,3,0.50644,0.58087,6.766851404,0.1922753349,-0.6270892833,4,1
