ID,SMILES,Ki,pKi,Assay Type,Target ChEMBL ID,Target Name,Document ChEMBL ID,Assay Description,Source ID,Source Description,Document Journal,Document Year,Molecular Weight,AlogP,bioactivity,bio_code,CSK count,Murcko count
CHEMBL4592081,CC1OC2(CCN(CCc3ccccc3)CC2)CN(c2ccccc2O)C1=O,535,6.27,B,CHEMBL233,Mu opioid receptor,CHEMBL4354824,Displacement of [3H]-DAMGO from human MOR expressed in CHOK1 cell membranes incubated for 60 mins by liquid scintillation counting method,1,Scientific Literature,J Med Chem,2020,380.49,3.22,intermediate,1,41,25
CHEMBL4593220,CC1OC2(CCN(CCc3ccccc3)CC2)CN(c2cncc(C(F)(F)F)c2)C1=O,261,6.58,B,CHEMBL233,Mu opioid receptor,CHEMBL4354824,Displacement of [3H]-DAMGO from human MOR expressed in CHOK1 cell membranes incubated for 60 mins by liquid scintillation counting method,1,Scientific Literature,J Med Chem,2020,433.47,3.93,intermediate,1,41,6
CHEMBL4594096,CC(C)[C@H]1CC[C@@H](N2CCC(n3cc(CNC(=O)[C@@H](N)CCCNC(=N)N)c4ccccc43)CC2)CC1,857,6.07,B,CHEMBL233,Mu opioid receptor,CHEMBL4354845,Displacement of [3H]DAMGO from human MOP expressed in CHO cell membrane incubated for 60 mins by liquid scintillation counting method,1,Scientific Literature,J Med Chem,2020,509.74,3.7,intermediate,1,16,15
CHEMBL460636,CN(C)CCN1CN(c2ccccc2)C2(CCN(C(c3ccccc3Cl)c3ccccc3Cl)CC2)C1=O,421,6.38,B,CHEMBL233,Mu opioid receptor,CHEMBL1136855,Displacement of [125I]diprenorphine from human MOP expressed in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2009,537.54,5.79,intermediate,1,31,31
CHEMBL461227,CC(C)=CCN1CC[C@@]2(C)c3cc(C(N)=O)ccc3C[C@@H]1[C@@H]2C,5.2,8.28,B,CHEMBL233,Mu opioid receptor,CHEMBL1139291,Displacement of [3H]DAMGO form human mu opioid receptor expressed in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2009,312.46,3.28,highly_active,3,30,5
CHEMBL4633020,Cc1ccccc1-c1cnc2c(c1)C[C@@]1(OCCCc3ccccc3)[C@H]3Cc4ccc(O)c5c4[C@@]1(CCN3CC1CC1)[C@H]2O5,235,6.63,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,584.76,7.12,intermediate,1,38,23
CHEMBL4633209,Oc1ccc2c3c1O[C@H]1c4ncc(-c5ccccc5)cc4C[C@@]4(OCCCc5ccccc5)[C@@H](C2)N(CC2CC2)CC[C@]314,23.1,7.64,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,570.73,6.81,active,2,38,23
CHEMBL4633223,Cc1cccc(-c2cnc3c(c2)C[C@@]2(OCCCc4ccccc4)[C@H]4Cc5ccc(O)c6c5[C@@]2(CCN4CC2CC2)[C@H]3O6)c1,24.4,7.61,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,584.76,7.12,active,2,38,23
CHEMBL4633348,Oc1ccc2c3c1O[C@H]1c4ncc(-c5ccccc5)cc4C[C@@]4(OCCCc5ccc(F)cc5)[C@@H](C2)N(CC2CC2)CC[C@]314,70.9,7.15,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,588.72,6.95,active,2,38,23
CHEMBL4633907,COc1cccc(-c2cnc3c(c2)C[C@@]2(OCCCc4ccccc4)[C@H]4Cc5ccc(O)c6c5[C@@]2(CCN4CC2CC2)[C@H]3O6)c1,91.3,7.04,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,600.76,6.82,active,2,38,23
CHEMBL4634021,CN(C)c1cccc(-c2cnc3c(c2)C[C@@]2(OCCCc4ccccc4)[C@H]4Cc5ccc(O)c6c5[C@@]2(CCN4CC2CC2)[C@H]3O6)c1,15.8,7.8,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,613.8,6.88,active,2,38,23
CHEMBL4634141,CC(=O)Nc1ccc(-c2cnc3c(c2)C[C@@]2(OCCCc4ccccc4)[C@H]4Cc5ccc(O)c6c5[C@@]2(CCN4CC2CC2)[C@H]3O6)cc1,159,6.8,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,627.78,6.77,intermediate,1,38,23
CHEMBL4635711,Oc1ccc2c3c1O[C@H]1c4ncc(-c5ccc(Cl)cc5)cc4C[C@@]4(OCCCc5ccncc5)[C@@H](C2)N(CC2CC2)CC[C@]314,5.37,8.27,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,606.17,6.86,highly_active,3,38,2
CHEMBL4636159,COc1ccc(-c2cnc3c(c2)C[C@@]2(OCCCc4ccccc4)[C@H]4Cc5ccc(O)c6c5[C@@]2(CCN4CC2CC2)[C@H]3O6)cc1,148,6.83,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,600.76,6.82,intermediate,1,38,23
CHEMBL4636305,Oc1ccc2c3c1O[C@H]1c4ncc(-c5ccc(F)cc5F)cc4C[C@@]4(OCCCc5ccccc5)[C@@H](C2)N(CC2CC2)CC[C@]314,171,6.77,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,606.71,7.09,intermediate,1,38,23
CHEMBL4636535,O=C(NO)c1ccc(Oc2ccc(CN3CCCC3c3cccc(F)c3)cc2)c(F)c1,2797,5.55,B,CHEMBL233,Mu opioid receptor,CHEMBL4619756,Displacement of [3H]-DAMGO from human mu opiod receptor expressed in CHO cells incubated for 60 mins by liquid scintillation counting method,1,Scientific Literature,Bioorg Med Chem Lett,2020,424.45,5.21,inactive,0,16,9
CHEMBL4636598,COc1cc(-c2cnc3c(c2)C[C@@]2(OCCCc4ccccc4)[C@H]4Cc5ccc(O)c6c5[C@@]2(CCN4CC2CC2)[C@H]3O6)ccn1,10.7,7.97,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,601.75,6.21,active,2,38,3
CHEMBL4638667,Cc1cc(F)ccc1-c1cnc2c(c1)C[C@@]1(OCCCc3ccccc3)[C@H]3Cc4ccc(O)c5c4[C@@]1(CCN3CC1CC1)[C@H]2O5,29.9,7.52,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,602.75,7.26,active,2,38,23
CHEMBL4639005,NC(=O)Nc1ccccc1-c1cnc2c(c1)C[C@@]1(OCCCc3ccccc3)[C@H]3Cc4ccc(O)c5c4[C@@]1(CCN3CC1CC1)[C@H]2O5,141,6.85,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,628.77,6.3,intermediate,1,38,23
CHEMBL4640139,Oc1cccc(-c2cnc3c(c2)C[C@@]2(OCCCc4ccccc4)[C@H]4Cc5ccc(O)c6c5[C@@]2(CCN4CC2CC2)[C@H]3O6)c1,12.9,7.89,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,586.73,6.52,active,2,38,23
CHEMBL4640141,Oc1ccc2c3c1O[C@H]1c4ncc(-c5cccnc5)cc4C[C@@]4(OCCCc5ccccc5)[C@@H](C2)N(CC2CC2)CC[C@]314,82.7,7.08,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,571.72,6.21,active,2,38,1
CHEMBL4640826,Oc1ccc2c3c1O[C@H]1c4ncc(-c5ccncc5)cc4C[C@@]4(OCCCc5ccccc5)[C@@H](C2)N(CC2CC2)CC[C@]314,47.1,7.33,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,571.72,6.21,active,2,38,3
CHEMBL4641271,CN(C)c1ccc(-c2cnc3c(c2)C[C@@]2(OCCCc4ccccc4)[C@H]4Cc5ccc(O)c6c5[C@@]2(CCN4CC2CC2)[C@H]3O6)cc1,4.7,8.33,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,613.8,6.88,highly_active,3,38,23
CHEMBL4641670,Oc1ccc2c3c1O[C@H]1c4ncc(-c5ccc(Br)cc5)cc4C[C@@]4(OCCCc5ccccc5)[C@@H](C2)N(CC2CC2)CC[C@]314,138,6.86,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,649.63,7.57,intermediate,1,38,23
CHEMBL464250,C=CCN1CC[C@]23c4c5ccc(C(N)=O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,4.5,8.35,B,CHEMBL233,Mu opioid receptor,CHEMBL1139291,Displacement of [3H]DAMGO form human mu opioid receptor expressed in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2009,354.41,0.69,highly_active,3,12,5
CHEMBL4644052,COc1cccc(C2CCCN2Cc2ccc(Oc3ccc(C(=O)NO)cc3F)cc2)c1,4763,5.32,B,CHEMBL233,Mu opioid receptor,CHEMBL4619756,Displacement of [3H]-DAMGO from human mu opiod receptor expressed in CHO cells incubated for 60 mins by liquid scintillation counting method,1,Scientific Literature,Bioorg Med Chem Lett,2020,436.48,5.08,inactive,0,16,9
CHEMBL4644543,Oc1ccc2c3c1O[C@H]1c4ncc(-c5ccc(F)cc5)cc4C[C@@]4(OCCCc5ccccc5)[C@@H](C2)N(CC2CC2)CC[C@]314,2.33,8.63,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,588.72,6.95,highly_active,3,38,23
CHEMBL4644691,COc1ccccc1-c1cnc2c(c1)C[C@@]1(OCCCc3ccccc3)[C@H]3Cc4ccc(O)c5c4[C@@]1(CCN3CC1CC1)[C@H]2O5,61.9,7.21,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,600.76,6.82,active,2,38,23
CHEMBL4644964,Oc1ccc2c3c1O[C@H]1c4ncc(-c5ccccc5)cc4C[C@@]4(OCCCc5ccncc5)[C@@H](C2)N(CC2CC2)CC[C@]314,3.82,8.42,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,571.72,6.21,highly_active,3,38,2
CHEMBL4645508,Cc1cc(-c2cnc3c(c2)C[C@@]2(OCCCc4ccccc4)[C@H]4Cc5ccc(O)c6c5[C@@]2(CCN4CC2CC2)[C@H]3O6)ccn1,1.05,8.98,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,585.75,6.51,highly_active,3,38,3
CHEMBL4645533,Oc1ccc2c3c1O[C@H]1c4ncc(-c5ccccc5)cc4C[C@@]4(OCCCC5CCOCC5)[C@@H](C2)N(CC2CC2)CC[C@]314,5.99,8.22,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,578.75,6.38,highly_active,3,38,1
CHEMBL4645952,Oc1ccc2c3c1O[C@H]1c4ncc(-c5ccc(F)c(F)c5)cc4C[C@@]4(OCCCc5ccccc5)[C@@H](C2)N(CC2CC2)CC[C@]314,370,6.43,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,606.71,7.09,intermediate,1,38,23
CHEMBL4646507,Oc1ccc2c3c1O[C@H]1c4ncc(-c5ccccc5)cc4C[C@@]4(OCCCC5CCCCC5)[C@@H](C2)N(CC2CC2)CC[C@]314,95.3,7.02,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,576.78,7.54,active,2,38,1
CHEMBL4646687,Oc1ccc2c3c1O[C@H]1c4ncc(-c5ccccc5)cc4C[C@@]4(OCCCc5ccccn5)[C@@H](C2)N(CC2CC2)CC[C@]314,3.96,8.4,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,571.72,6.21,highly_active,3,38,1
CHEMBL4647180,Oc1ccc2c3c1O[C@H]1c4ncc(-c5ccc(Cl)cc5)cc4C[C@@]4(OCCOc5ccccc5)[C@@H](C2)N(CC2CC2)CC[C@]314,819,6.09,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,607.15,6.91,intermediate,1,38,1
CHEMBL4647357,Oc1ccc2c3c1O[C@H]1c4ncc(-c5cncnc5)cc4C[C@@]4(OCCCc5ccccc5)[C@@H](C2)N(CC2CC2)CC[C@]314,47.9,7.32,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,572.71,5.6,active,2,38,1
CHEMBL4647696,Cc1ccc(-c2cnc3c(c2)C[C@@]2(OCCCc4ccccc4)[C@H]4Cc5ccc(O)c6c5[C@@]2(CCN4CC2CC2)[C@H]3O6)cc1,191,6.72,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,584.76,7.12,intermediate,1,38,23
CHEMBL4647851,CC(=O)Nc1cccc(-c2cnc3c(c2)C[C@@]2(OCCCc4ccccc4)[C@H]4Cc5ccc(O)c6c5[C@@]2(CCN4CC2CC2)[C@H]3O6)c1,337,6.47,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,627.78,6.77,intermediate,1,38,23
CHEMBL4648628,Oc1ccc2c3c1O[C@H]1c4ncc(-c5ccccn5)cc4C[C@@]4(OCCCc5ccccc5)[C@@H](C2)N(CC2CC2)CC[C@]314,105,6.98,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,571.72,6.21,intermediate,1,38,1
CHEMBL4648915,COc1ccc(C2CCCN2Cc2ccc(Oc3ccc(C(=O)NO)cc3)cc2)cc1,2311,5.64,B,CHEMBL233,Mu opioid receptor,CHEMBL4619756,Displacement of [3H]-DAMGO from human mu opiod receptor expressed in CHO cells incubated for 60 mins by liquid scintillation counting method,1,Scientific Literature,Bioorg Med Chem Lett,2020,418.49,4.94,inactive,0,16,9
CHEMBL4648920,CN(C)Cc1ccccc1-c1cnc2c(c1)C[C@@]1(OCCCc3ccccc3)[C@H]3Cc4ccc(O)c5c4[C@@]1(CCN3CC1CC1)[C@H]2O5,56.4,7.25,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,627.83,6.87,active,2,38,23
CHEMBL4649042,Oc1ccc2c3c1O[C@H]1c4ncc(-c5ccncn5)cc4C[C@@]4(OCCCc5ccccc5)[C@@H](C2)N(CC2CC2)CC[C@]314,66.2,7.18,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,572.71,5.6,active,2,38,1
CHEMBL4649485,CN(C)c1ccccc1-c1cnc2c(c1)C[C@@]1(OCCCc3ccccc3)[C@H]3Cc4ccc(O)c5c4[C@@]1(CCN3CC1CC1)[C@H]2O5,6.97,8.16,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,613.8,6.88,highly_active,3,38,23
CHEMBL4649607,Oc1ccc2c3c1O[C@H]1c4ncc(-c5cnccn5)cc4C[C@@]4(OCCCc5ccccc5)[C@@H](C2)N(CC2CC2)CC[C@]314,88.7,7.05,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,572.71,5.6,active,2,38,1
CHEMBL4649820,Cc1cccc(C)c1-c1cnc2c(c1)C[C@@]1(OCCCc3ccccc3)[C@H]3Cc4ccc(O)c5c4[C@@]1(CCN3CC1CC1)[C@H]2O5,249,6.6,B,CHEMBL233,Mu opioid receptor,CHEMBL4627399,Displacement of [3H]-diprenorphine from human mu opioid receptor expressed in CHO cell membranes incubated for 1 hr by competition radioligand binding assay,1,Scientific Literature,J Med Chem,2020,598.79,7.43,intermediate,1,38,23
CHEMBL466126,Cc1ccnc(C2(O)CC3CCC(C2)N3C(c2ccccc2Cl)c2ccc(C)cc2Cl)c1,708,6.15,B,CHEMBL233,Mu opioid receptor,CHEMBL1138606,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2009,467.44,6.61,intermediate,1,91,1
CHEMBL466679,Cc1ccc(C(c2ccccc2Cl)N2C3CCC2CC(O)(C2=NCCCN2)C3)c(Cl)c1,622,6.21,B,CHEMBL233,Mu opioid receptor,CHEMBL1138606,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2009,458.43,5.14,intermediate,1,91,1
CHEMBL466693,COCCNC(=O)C1(c2ccccc2)CC2CCC(C1)N2C(c1ccccc1Cl)c1ccccc1Cl,60,7.22,B,CHEMBL233,Mu opioid receptor,CHEMBL1138606,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2009,523.5,6.41,active,2,91,21
CHEMBL466694,CC(O)CNC(=O)C1(c2ccccc2)CC2CCC(C1)N2C(c1ccccc1Cl)c1ccccc1Cl,57,7.24,B,CHEMBL233,Mu opioid receptor,CHEMBL1138606,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2009,523.5,6.14,active,2,91,21
CHEMBL466847,OC1(c2ccccc2)CC2CCC(C1)N2C(c1ccccc1Cl)c1ccccc1Cl,22,7.66,B,CHEMBL233,Mu opioid receptor,CHEMBL1138606,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2009,438.4,6.6,active,2,91,21
CHEMBL466921,NC(=O)C1(c2ccc(F)cc2)CC2CCC(C1)N2C(c1ccccc1Cl)c1ccccc1Cl,126,6.9,B,CHEMBL233,Mu opioid receptor,CHEMBL1138606,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2009,483.41,6.27,intermediate,1,91,21
CHEMBL467119,O/N=C/C1(c2ccccc2)CC2CCC(C1)N2C(c1ccccc1Cl)c1ccccc1Cl,601,6.22,B,CHEMBL233,Mu opioid receptor,CHEMBL1138606,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2009,465.42,7.11,intermediate,1,91,21
CHEMBL467131,NC(=O)C1(c2ccc(Cl)cc2)CC2CCC(C1)N2C(c1ccccc1Cl)c1ccccc1Cl,55,7.26,B,CHEMBL233,Mu opioid receptor,CHEMBL1138606,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2009,499.87,6.79,active,2,91,21
CHEMBL467313,COC(=O)NC1(c2ccccc2)CC2CCC(C1)N2C(c1ccccc1Cl)c1ccccc1Cl,576,6.24,B,CHEMBL233,Mu opioid receptor,CHEMBL1138606,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2009,495.45,6.96,intermediate,1,91,21
CHEMBL467314,CNC(=O)NC1(c2ccccc2)CC2CCC(C1)N2C(c1ccccc1Cl)c1ccccc1Cl,27,7.57,B,CHEMBL233,Mu opioid receptor,CHEMBL1138606,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2009,494.47,6.53,active,2,91,21
CHEMBL467488,Cc1ccc(C(c2ccccc2Cl)N2C3CCC2CC(O)(c2cccc(F)c2)C3)c(Cl)c1,57,7.24,B,CHEMBL233,Mu opioid receptor,CHEMBL1138606,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2009,470.42,7.04,active,2,91,21
CHEMBL467497,CNC(=O)C1(c2ccccc2)CC2CCC(C1)N2C(c1ccccc1Cl)c1ccccc1Cl,50,7.3,B,CHEMBL233,Mu opioid receptor,CHEMBL1138606,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2009,479.45,6.39,active,2,91,21
CHEMBL467699,CC(C)NC(=O)C1(c2ccccc2)CC2CCC(C1)N2C(c1ccccc1Cl)c1ccccc1Cl,333,6.48,B,CHEMBL233,Mu opioid receptor,CHEMBL1138606,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2009,507.51,7.17,intermediate,1,91,21
CHEMBL467933,C[C@@H]1CN(C(c2ccccc2)c2ccccc2)CC[C@@]1(O)c1ccccc1,738,6.13,B,CHEMBL233,Mu opioid receptor,CHEMBL1138606,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2009,357.5,5.01,intermediate,1,64,60
CHEMBL468469,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314,0.21,9.68,B,CHEMBL233,Mu opioid receptor,CHEMBL1139291,Displacement of [3H]DAMGO form human mu opioid receptor expressed in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2009,343.42,1.32,highly_active,3,18,11
CHEMBL468952,OCC1(c2ccccc2)CC2CCC(C1)N2C(c1ccccc1Cl)c1ccccc1Cl,627,6.2,B,CHEMBL233,Mu opioid receptor,CHEMBL1138606,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2009,452.43,6.64,intermediate,1,91,21
CHEMBL470005,NC(=O)c1ccc2c(c1O)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CC1)CC3,0.16,9.8,B,CHEMBL233,Mu opioid receptor,CHEMBL1153960,Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cells after 60 mins by scintillation counting,1,Scientific Literature,Bioorg Med Chem Lett,2009,356.47,2.07,highly_active,3,10,2
CHEMBL471049,CN1CC[C@]23c4c5ccc(C(N)=O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,1.2,8.92,B,CHEMBL233,Mu opioid receptor,CHEMBL1153960,Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cells after 60 mins by scintillation counting,1,Scientific Literature,Bioorg Med Chem Lett,2009,312.37,1.02,highly_active,3,12,3
CHEMBL471243,Cl.NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3,0.052,10.28,B,CHEMBL233,Mu opioid receptor,CHEMBL1153960,Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cells after 60 mins by scintillation counting,1,Scientific Literature,Bioorg Med Chem Lett,2009,406.91,1.25,highly_active,3,17,11
CHEMBL471262,CCCN1CN(c2ccccc2)C2(CCN(C3CCC(C)(C)c4ccccc43)CC2)C1=O,142,6.85,B,CHEMBL233,Mu opioid receptor,CHEMBL1136855,Displacement of [125I]diprenorphine from human MOP expressed in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2009,431.62,5.35,intermediate,1,30,28
