,ID,SMILES,Ki,pKi,Assay Type,Target ChEMBL ID,Target Name,Document ChEMBL ID,Assay Description,Source ID,Source Description,Document Journal,Document Year,Molecular Weight,AlogP,bioactivity,bio_code
2929,CHEMBL418980,CC(C)[C@H]1CC[C@@H](N2CCC(N3C(=O)Cc4ccccc43)CC2)CC1,8.0,8.1,B,CHEMBL233,Mu opioid receptor,CHEMBL1148282,Binding affinity against human Opioid receptor mu 1 on CHO cell membranes was determined by [3H]DAMGO displacement.,1,Scientific Literature,J Med Chem,2004.0,340.51,4.25,highly_active,3
2930,CHEMBL419179,N[C@@H](c1cc(F)cc(F)c1)[C@@H]1CCN1C(c1ccccc1)c1ccccc1,4245.0,5.37,B,CHEMBL233,Mu opioid receptor,CHEMBL1134945,Binding affinity at human opioid receptor mu 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.12 nM,1,Scientific Literature,Bioorg Med Chem Lett,2002.0,364.44,4.83,inactive,0
2931,CHEMBL419272,O=C1NCN(c2cccc(Br)c2)C12CCN(C1Cc3cccc4cccc1c34)CC2,12.59,7.9,B,CHEMBL233,Mu opioid receptor,CHEMBL1131838,Displacement of [3H]naloxone from human mu opioid receptor,1,Scientific Literature,Bioorg Med Chem Lett,1999.0,462.39,4.63,active,2
2932,CHEMBL41946,COc1cccc(CN2CCC[C@@H]2C/N=C(\S)N2Cc3ccccc3C[C@H]2CNC(=O)Nc2ccccc2)c1O,6.8,8.17,B,CHEMBL233,Mu opioid receptor,CHEMBL1136435,Binding affinity for mu opioid receptor,1,Scientific Literature,Bioorg Med Chem Lett,2003.0,559.74,4.90,highly_active,3
2933,CHEMBL419621,CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3CCc2ccccc2)c2cccc(O)c2)cc1,0.222,9.65,B,CHEMBL233,Mu opioid receptor,CHEMBL1147544,In vitro binding affinity towards opioid receptor mu 1,1,Scientific Literature,Bioorg Med Chem Lett,2004.0,466.63,5.81,highly_active,3
2934,CHEMBL4203753,C[C@H]1[C@H]2Cc3cc4sc(N)nc4cc3[C@@]1(C)CCN2CC1CC1,48.0,7.32,B,CHEMBL233,Mu opioid receptor,CHEMBL4196036,Displacement of [3H]DAMGO from MOR (unknown origin) expressed in CHO cell membranes,1,Scientific Literature,Eur J Med Chem,2018.0,327.5,3.81,active,2
2935,CHEMBL420653,CS[C@H]1Cc2ccc(O)cc2C(C)(C)[C@@H]1N,286.0,6.54,B,CHEMBL233,Mu opioid receptor,CHEMBL1134942,Binding affinity for Opioid receptor mu 1,1,Scientific Literature,Bioorg Med Chem Lett,2002.0,237.37,2.28,intermediate,1
2936,CHEMBL420903,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]1CSC[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC1=O,2.3,8.64,B,CHEMBL233,Mu opioid receptor,CHEMBL1135552,Inhibition of binding of [3H]diprenorphine to cloned human Opioid receptor mu 1 expressed in CHO cell membrane;Range is in between (1.3-3.7),1,Scientific Literature,J Med Chem,2002.0,557.63,-1.09,highly_active,3
2937,CHEMBL4210181,C[C@H]1[C@H]2Cc3ccc(O)cc3[C@@]1(C)CC[N+]2(C)CC1CC1,23.03,7.64,B,CHEMBL233,Mu opioid receptor,CHEMBL4196036,Displacement of [3H]-diprenorphine from MOR (unknown origin) after 1 to 2 hrs by scintillation counting method,1,Scientific Literature,Eur J Med Chem,2018.0,286.44,3.47,active,2
2938,CHEMBL421038,CC[C@@H]1Cc2ccc(O)cc2C(C)(C)[C@@H]1N,21.0,7.68,B,CHEMBL233,Mu opioid receptor,CHEMBL1134942,Binding affinity for Opioid receptor mu 1,1,Scientific Literature,Bioorg Med Chem Lett,2002.0,219.33,2.58,active,2
2939,CHEMBL4211113,C[C@H]1[C@H]2Cc3cc4sc(N)nc4cc3[C@@]1(C)CCN2CC1CCC1,8.3,8.08,B,CHEMBL233,Mu opioid receptor,CHEMBL4196036,Displacement of [3H]DAMGO from MOR (unknown origin) expressed in CHO cell membranes,1,Scientific Literature,Eur J Med Chem,2018.0,341.52,4.20,highly_active,3
2940,CHEMBL4213336,C=CC[N+]1(C)CC[C@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,56.45,7.25,B,CHEMBL233,Mu opioid receptor,CHEMBL4196036,Displacement of [3H]-diprenorphine from MOR (unknown origin) after 1 to 2 hrs by scintillation counting method,1,Scientific Literature,Eur J Med Chem,2018.0,272.41,3.25,active,2
2941,CHEMBL4213351,C[C@H]1[C@H]2C(=O)c3ccc(O)cc3[C@@]1(C)CCN2CC1CCCO1,2900.0,5.54,B,CHEMBL233,Mu opioid receptor,CHEMBL4196036,Binding affinity to MOR (unknown origin),1,Scientific Literature,Eur J Med Chem,2018.0,315.41,2.74,inactive,0
2942,CHEMBL421665,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)c(C(F)(F)F)c2)CC1)(c1ccccc1)c1ccccc1,0.11,9.96,B,CHEMBL233,Mu opioid receptor,CHEMBL1137050,Binding affinity for recombinant human mu-opioid receptor was determined by using [3H]- diprenophine radioligand,1,Scientific Literature,Bioorg Med Chem Lett,2004.0,545.05,6.11,highly_active,3
2943,CHEMBL4218284,C[C@H]1[C@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2C[C@@H]1C[C@@]1(CN1CCCCC1)c1ccccc1,45.0,7.35,B,CHEMBL233,Mu opioid receptor,CHEMBL4196036,Binding affinity to MOR (unknown origin),1,Scientific Literature,Eur J Med Chem,2018.0,444.66,5.36,active,2
2944,CHEMBL422551,CC[C@]12CCN(CC3CC3)[C@H](C(=O)c3ccc(O)cc31)[C@@H]2C,1.02,8.99,B,CHEMBL233,Mu opioid receptor,CHEMBL1126961,Tested in vitro for binding affinity against mu opioid receptor,1,Scientific Literature,Bioorg Med Chem Lett,1993.0,299.41,3.36,highly_active,3
2945,CHEMBL423726,COC(=O)c1cccc([C@]2(C)CCN(CCc3ccccc3)C[C@@H]2C)c1,850.0,6.07,B,CHEMBL233,Mu opioid receptor,CHEMBL1136497,"Inhibition of binding of the non-selective opioid antagonist, [3H]diprenorphine, to cloned human mu opioid receptor",1,Scientific Literature,Bioorg Med Chem Lett,2003.0,351.49,4.32,intermediate,1
2946,CHEMBL4237758,COc1ccc2c3c1O[C@H]1[C@@]4(OC)CC[C@@]5(C[C@]4(C)C(O)c4ccccc4)[C@@H](C2)N(CC2CC2)CC[C@]315,782.9,6.11,B,CHEMBL233,Mu opioid receptor,CHEMBL4229484,Displacement of [3H]DAMGO from human MOR expressed in CHO cell membranes after 30 mins by liquid scintillation counting analysis,1,Scientific Literature,Bioorg Med Chem,2018.0,501.67,5.04,intermediate,1
2947,CHEMBL4237854,COc1ccc2c3c1O[C@H]1[C@@]4(OC)CC[C@@]5(C[C@]4(C)OC(=O)C(C)C)[C@@H](C2)N(CC2CC2)CC[C@]315,34.1,7.47,B,CHEMBL233,Mu opioid receptor,CHEMBL4229484,Displacement of [3H]DAMGO from human MOR expressed in CHO cell membranes after 30 mins by liquid scintillation counting analysis,1,Scientific Literature,Bioorg Med Chem,2018.0,481.63,4.26,active,2
2948,CHEMBL4238289,COc1ccc(C(=O)[C@@]2(C)C[C@@]34CC[C@]2(OC)[C@@H]2Oc5c(OC)ccc6c5[C@@]23CCN(CC2CC2)[C@@H]4C6)cc1,39.3,7.41,B,CHEMBL233,Mu opioid receptor,CHEMBL4229484,Displacement of [3H]DAMGO from human MOR expressed in CHO cell membranes after 30 mins by liquid scintillation counting analysis,1,Scientific Literature,Bioorg Med Chem,2018.0,529.68,5.20,active,2
2949,CHEMBL4238309,COc1ccc2c3c1O[C@H]1[C@@]4(OC)CC[C@@]5(C[C@]4(C)OC(=O)c4ccc(C(F)(F)F)cc4)[C@@H](C2)N(CC2CC2)CC[C@]315,7.1,8.15,B,CHEMBL233,Mu opioid receptor,CHEMBL4229484,Displacement of [3H]DAMGO from human MOR expressed in CHO cell membranes after 30 mins by liquid scintillation counting analysis,1,Scientific Literature,Bioorg Med Chem,2018.0,583.65,5.94,highly_active,3
2950,CHEMBL4239240,COc1ccc2c3c1O[C@H]1[C@@]4(OC)CC[C@@]5(C[C@]4(C)C(O)c4ccc(C(F)(F)F)cc4)[C@@H](C2)N(CC2CC2)CC[C@]315,12.7,7.9,B,CHEMBL233,Mu opioid receptor,CHEMBL4229484,Displacement of [3H]DAMGO from human MOR expressed in CHO cell membranes after 30 mins by liquid scintillation counting analysis,1,Scientific Literature,Bioorg Med Chem,2018.0,569.66,6.06,active,2
2951,CHEMBL4240426,COc1ccc2c3c1O[C@H]1[C@@]4(OC)CC[C@@]5(C[C@]4(C)C(=O)c4ccccc4)[C@@H](C2)N(CC2CC2)CC[C@]315,303.5,6.52,B,CHEMBL233,Mu opioid receptor,CHEMBL4229484,Displacement of [3H]DAMGO from human MOR expressed in CHO cell membranes after 30 mins by liquid scintillation counting analysis,1,Scientific Literature,Bioorg Med Chem,2018.0,499.65,5.19,intermediate,1
2952,CHEMBL4241031,COc1ccc2c3c1O[C@H]1[C@@]4(OC)CC[C@@]5(C[C@]4(C)OC(C)=O)[C@@H](C2)N(CC2CC2)CC[C@]315,7.2,8.14,B,CHEMBL233,Mu opioid receptor,CHEMBL4229484,Displacement of [3H]DAMGO from human MOR expressed in CHO cell membranes after 30 mins by liquid scintillation counting analysis,1,Scientific Literature,Bioorg Med Chem,2018.0,453.58,3.63,highly_active,3
2953,CHEMBL4241369,COc1ccc2c3c1O[C@H]1[C@@]4(OC)CC[C@@]5(C[C@]4(C)C(=O)c4ccc(C(F)(F)F)cc4)[C@@H](C2)N(CC2CC2)CC[C@]315,81.1,7.09,B,CHEMBL233,Mu opioid receptor,CHEMBL4229484,Displacement of [3H]DAMGO from human MOR expressed in CHO cell membranes after 30 mins by liquid scintillation counting analysis,1,Scientific Literature,Bioorg Med Chem,2018.0,567.65,6.21,active,2
2954,CHEMBL4242847,COc1cccc(C(O)[C@@]2(C)C[C@@]34CC[C@]2(OC)[C@@H]2Oc5c(OC)ccc6c5[C@@]23CCN(CC2CC2)[C@@H]4C6)c1,6.3,8.2,B,CHEMBL233,Mu opioid receptor,CHEMBL4229484,Displacement of [3H]DAMGO from human MOR expressed in CHO cell membranes after 30 mins by liquid scintillation counting analysis,1,Scientific Literature,Bioorg Med Chem,2018.0,531.69,5.05,highly_active,3
2955,CHEMBL4243112,COc1ccc2c3c1O[C@H]1[C@@]4(OC)CC[C@@]5(C[C@]4(C)OC(=O)c4ccccc4)[C@@H](C2)N(CC2CC2)CC[C@]315,73.9,7.13,B,CHEMBL233,Mu opioid receptor,CHEMBL4229484,Displacement of [3H]DAMGO from human MOR expressed in CHO cell membranes after 30 mins by liquid scintillation counting analysis,1,Scientific Literature,Bioorg Med Chem,2018.0,515.65,4.92,active,2
2956,CHEMBL424327,Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CCCN1CC[C@]24CCCC[C@H]2[C@H]1Cc1ccc(O)cc14)CC3,48.0,7.32,B,CHEMBL233,Mu opioid receptor,CHEMBL1145905,Inhibitory activity against Opioid receptor mu 1 in chinese Hamster Ovary (CHO) cells membranes was determined using [3H]-DAMGO radioligand,1,Scientific Literature,J Med Chem,2003.0,526.77,6.30,active,2
2957,CHEMBL424328,O=C(CCCCCCCCCCC(=O)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,1.8,8.74,B,CHEMBL233,Mu opioid receptor,CHEMBL1145905,Inhibitory activity against Opioid receptor mu 1 in chinese Hamster Ovary (CHO) cells membranes was determined using [3H]-DAMGO radioligand,1,Scientific Literature,J Med Chem,2003.0,817.21,11.82,highly_active,3
2958,CHEMBL4243463,COc1ccc2c3c1O[C@H]1[C@@]4(OC)CC[C@@]5(C[C@]4(C)C(O)c4ccc(-c6ccccc6)cc4)[C@@H](C2)N(CC2CC2)CC[C@]315,17.0,7.77,B,CHEMBL233,Mu opioid receptor,CHEMBL4229484,Displacement of [3H]DAMGO from human MOR expressed in CHO cell membranes after 30 mins by liquid scintillation counting analysis,1,Scientific Literature,Bioorg Med Chem,2018.0,577.77,6.71,active,2
2959,CHEMBL4243649,COc1cccc(C(=O)[C@@]2(C)C[C@@]34CC[C@]2(OC)[C@@H]2Oc5c(OC)ccc6c5[C@@]23CCN(CC2CC2)[C@@H]4C6)c1,4.3,8.37,B,CHEMBL233,Mu opioid receptor,CHEMBL4229484,Displacement of [3H]DAMGO from human MOR expressed in CHO cell membranes after 30 mins by liquid scintillation counting analysis,1,Scientific Literature,Bioorg Med Chem,2018.0,529.68,5.20,highly_active,3
2960,CHEMBL4245818,COc1ccc2c3c1O[C@H]1[C@@]4(OC)CC[C@@]5(C[C@]4(C)CO)[C@@H](C2)N(CC2CC2)CC[C@]315,30.3,7.52,B,CHEMBL233,Mu opioid receptor,CHEMBL4229484,Displacement of [3H]DAMGO from human MOR expressed in CHO cell membranes after 30 mins by liquid scintillation counting analysis,1,Scientific Literature,Bioorg Med Chem,2018.0,425.57,3.30,active,2
2961,CHEMBL4245987,COc1ccc2c3c1O[C@H]1[C@@]4(OC)CC[C@@]5(C[C@]4(C)C(=O)c4ccc(-c6ccccc6)cc4)[C@@H](C2)N(CC2CC2)CC[C@]315,485.1,6.31,B,CHEMBL233,Mu opioid receptor,CHEMBL4229484,Displacement of [3H]DAMGO from human MOR expressed in CHO cell membranes after 30 mins by liquid scintillation counting analysis,1,Scientific Literature,Bioorg Med Chem,2018.0,575.75,6.86,intermediate,1
2962,CHEMBL4246433,COc1ccc(C(O)[C@@]2(C)C[C@@]34CC[C@]2(OC)[C@@H]2Oc5c(OC)ccc6c5[C@@]23CCN(CC2CC2)[C@@H]4C6)cc1,0.4,9.4,B,CHEMBL233,Mu opioid receptor,CHEMBL4229484,Displacement of [3H]DAMGO from human MOR expressed in CHO cell membranes after 30 mins by liquid scintillation counting analysis,1,Scientific Literature,Bioorg Med Chem,2018.0,531.69,5.05,highly_active,3
2963,CHEMBL4248801,COc1ccc2c3c1O[C@H]1[C@@]4(OC)CC[C@@]5(C[C@]4(C)C=O)[C@@H](C2)N(CC2CC2)CC[C@]315,49.3,7.31,B,CHEMBL233,Mu opioid receptor,CHEMBL4229484,Displacement of [3H]DAMGO from human MOR expressed in CHO cell membranes after 30 mins by liquid scintillation counting analysis,1,Scientific Literature,Bioorg Med Chem,2018.0,423.55,3.51,active,2
2964,CHEMBL4249256,COc1ccc2c3c1O[C@H]1[C@@]4(OC)C=C[C@@]5(C[C@@H]4C(=O)c4ccccc4)[C@@H](C2)N(CC2CC2)CC[C@]315,129.5,6.89,B,CHEMBL233,Mu opioid receptor,CHEMBL4229484,Displacement of [3H]DAMGO from human MOR expressed in CHO cell membranes after 30 mins by liquid scintillation counting analysis,1,Scientific Literature,Bioorg Med Chem,2018.0,483.61,4.58,intermediate,1
2965,CHEMBL424971,Cc1ccc(Cl)c(OC2(C(O)CN3CCC(n4c(O)nc5ccccc54)CC3)CCCCC2)c1,58.0,7.24,B,CHEMBL233,Mu opioid receptor,CHEMBL1144273,Binding affinity towards human opioid receptor mu 1 was determined by using [3H]diprenorphine as radioligand expressed in Chinese hamster ovary (CHO) cells,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,484.04,5.48,active,2
2966,CHEMBL425112,C[C@H]1CN2C[C@H](c3ccccc3)N(Cc3ccccc3)C[C@H]2C[C@@]1(C)c1ccccc1,1600.0,5.8,B,CHEMBL233,Mu opioid receptor,CHEMBL1137297,Displacement of [3H]diprenorphine from human cloned mu opioid receptor expressed in CHO cells,1,Scientific Literature,J Med Chem,2006.0,410.61,5.91,inactive,0
2967,CHEMBL425758,CC(C)[C@@H]1C[C@@](C)(c2cccc(O)c2)[C@@H](C)CN1CCc1ccccc1,270.0,6.57,B,CHEMBL233,Mu opioid receptor,CHEMBL1149448,Displacement of [3H]diprenorphine from human cloned mu opioid receptor,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,351.53,5.26,intermediate,1
2968,CHEMBL425897,CN(C(=O)Cc1ccc(CNS(C)(=O)=O)cc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,151.0,6.82,B,CHEMBL233,Mu opioid receptor,CHEMBL1145259,Inhibitory constant against human Opioid receptor mu 1 using [3H]diprenorphine as radio ligand,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,445.59,1.54,intermediate,1
2969,CHEMBL426084,NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3,0.052,10.28,B,CHEMBL233,Mu opioid receptor,CHEMBL1143538,Binding affinity against Opioid receptor mu 1 expressed in CHO cells using [3H]DAMGO as radioligand,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,370.45,1.25,highly_active,3
2970,CHEMBL426173,CC(=O)N1CCN2C[C@H](C)[C@](C)(c3cccc(O)c3)C[C@@H]2C1,520.0,6.28,B,CHEMBL233,Mu opioid receptor,CHEMBL1137297,Displacement of [3H]diprenorphine from human cloned mu opioid receptor expressed in CHO cells,1,Scientific Literature,J Med Chem,2006.0,302.42,2.22,intermediate,1
2971,CHEMBL426523,C[C@H]1CN2C[C@H](c3ccccc3)CC[C@H]2C[C@@]1(C)c1cccc(O)c1,0.57,9.24,B,CHEMBL233,Mu opioid receptor,CHEMBL3638450,"Binding Assay: The receptor binding method (DeHaven and DeHaven-Hudkins, 1998) was a modification of the method of Raynor et al. (1994).",37,BindingDB Database,,2013.0,335.49,4.94,highly_active,3
2972,CHEMBL427280,COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H]([C@@H]3CCOC3)C[C@]21C,9790.0,5.01,B,CHEMBL233,Mu opioid receptor,CHEMBL1145447,Displacement of [125I]IOXY from human mu opioid receptor expressed in CHO cells,1,Scientific Literature,J Med Chem,2007.0,436.5,2.07,inactive,0
2973,CHEMBL427395,Clc1cccc2c(C3CCN(CC4CCCCCCC4)CC3)c[nH]c12,430.0,6.37,B,CHEMBL233,Mu opioid receptor,CHEMBL1138891,Displacement of [3H]DAMGO from mu opioid receptor expressed in HEK293 cells,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,358.96,6.36,intermediate,1
2974,CHEMBL427683,COc1ccc(C)c(OC(CCN2CCC(n3c(=O)[nH]c4ccccc43)CC2)C(C)C)c1,59.0,7.23,B,CHEMBL233,Mu opioid receptor,CHEMBL1139059,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHOK1 cells,1,Scientific Literature,Bioorg Med Chem,2007.0,437.58,4.78,active,2
2975,CHEMBL4276875,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,0.037,10.43,B,CHEMBL233,Mu opioid receptor,CHEMBL4270665,Displacement of [3H]DAMGO from human MOR expressed in CHO cell membranes after 60 mins by liquid scintillation counting,1,Scientific Literature,J Med Chem,2018.0,658.8,0.57,highly_active,3
2976,CHEMBL427706,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2[nH]c4ccc(I)cc4c2C[C@@]3(O)[C@H]1C5,66.0,7.18,B,CHEMBL233,Mu opioid receptor,CHEMBL1140452,Displacement of [3H]DAMGO from mu opioid receptor,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,500.34,3.40,active,2
2977,CHEMBL4277122,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(N)=O)Cc1ccccc1,5.0,8.3,B,CHEMBL233,Mu opioid receptor,CHEMBL4270665,Displacement of [3H]DAMGO from human MOR expressed in CHO cell membranes after 60 mins by liquid scintillation counting,1,Scientific Literature,J Med Chem,2018.0,1498.8,None,highly_active,3
2978,CHEMBL4277264,Cc1cc(Oc2nccc3occc23)ccc1-c1c(C)ncc2nccn12,8200.0,5.09,B,CHEMBL233,Mu opioid receptor,CHEMBL4390674,Displacement of [3H]-DAMGO from recombinant human MOR stably expressed in HEK cells measured after 90 mins by microbeta scintillation counting method,1,Scientific Literature,J Med Chem,2019.0,356.39,4.95,inactive,0
2979,CHEMBL4278465,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCCN(c2ccc(F)cc2)c2ccc(F)cc2)CC1,10000.0,5.0,B,CHEMBL233,Mu opioid receptor,CHEMBL4257579,Displacement of [3H]DAMGO from human MOR expressed in HEK cells by radioligand binding assay,1,Scientific Literature,Bioorg Med Chem Lett,2018.0,538.99,7.54,inactive,0
2980,CHEMBL4278603,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(N)=O,5.0,8.3,B,CHEMBL233,Mu opioid receptor,CHEMBL4270665,Displacement of [3H]DAMGO from human MOR expressed in CHO cell membranes after 60 mins by liquid scintillation counting,1,Scientific Literature,J Med Chem,2018.0,1317.56,None,highly_active,3
2981,CHEMBL427862,CCNC(=O)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CC1)CC3,0.29,9.54,B,CHEMBL233,Mu opioid receptor,CHEMBL1144610,Displacement of [3H]DAMGO from human mu opioid receptors expressed in CHO cell membrane,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,368.52,4.26,highly_active,3
2982,CHEMBL428033,CC(C)CCC(c1ccccc1)N1CCC2(CC1)C(=O)NCN2c1ccccc1,30.0,7.52,B,CHEMBL233,Mu opioid receptor,CHEMBL1139143,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cell membrane,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,391.56,4.59,active,2
2983,CHEMBL428038,CNC(=O)Nc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CC1)CC3,12.0,7.92,B,CHEMBL233,Mu opioid receptor,CHEMBL1147995,Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO membrane,1,Scientific Literature,Bioorg Med Chem,2007.0,353.51,3.91,active,2
2984,CHEMBL4280549,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(N)=O,5.0,8.3,B,CHEMBL233,Mu opioid receptor,CHEMBL4270665,Displacement of [3H]DAMGO from human MOR expressed in CHO cell membranes after 60 mins by liquid scintillation counting,1,Scientific Literature,J Med Chem,2018.0,1309.58,None,highly_active,3
2985,CHEMBL428055,C[C@H]1C2Cc3ccc(C(=O)NCCCc4cccc5ccccc45)cc3[C@@]1(C)CCN2CC1CC1,2.4,8.62,B,CHEMBL233,Mu opioid receptor,CHEMBL1140563,Displacement of [3H]DAMGO from mu opioid receptor expressed in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,466.67,6.14,highly_active,3
2986,CHEMBL4280750,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)O,6.16,8.21,B,CHEMBL233,Mu opioid receptor,CHEMBL4270665,Displacement of [3H]DAMGO from human MOR expressed in CHO cell membranes after 60 mins by liquid scintillation counting,1,Scientific Literature,J Med Chem,2018.0,1063.23,None,highly_active,3
2987,CHEMBL428253,COc1ccc(C)c(OC(CCN2CCC(n3c(=O)n(Cn4cccn4)c4ccccc43)CC2)C(C)C)c1,223.87,6.65,B,CHEMBL233,Mu opioid receptor,CHEMBL1143970,Displacement of [3H]Diprenorphine from human mu opioid receptor expressed in CHO cells,1,Scientific Literature,Bioorg Med Chem,2008.0,517.67,4.95,intermediate,1
2988,CHEMBL4282702,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCCCc2ccc(F)cc2)CC1,536.0,6.27,B,CHEMBL233,Mu opioid receptor,CHEMBL4257579,Displacement of [3H]DAMGO from human MOR expressed in HEK cells by radioligand binding assay,1,Scientific Literature,Bioorg Med Chem Lett,2018.0,443.91,6.19,intermediate,1
2989,CHEMBL428276,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)[C@@H](C)O)[C@@H](C)CC,5100.0,5.29,B,CHEMBL233,Mu opioid receptor,CHEMBL1136639,Binding affinity towards non-selective opiate receptor,1,Scientific Literature,Bioorg Med Chem Lett,2003.0,1904.21,None,inactive,0
2990,CHEMBL4283991,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(N)=O,5.0,8.3,B,CHEMBL233,Mu opioid receptor,CHEMBL4270665,Displacement of [3H]DAMGO from human MOR expressed in CHO cell membranes after 60 mins by liquid scintillation counting,1,Scientific Literature,J Med Chem,2018.0,1279.51,None,highly_active,3
2991,CHEMBL4284374,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(N)=O,7.51,8.12,B,CHEMBL233,Mu opioid receptor,CHEMBL4270665,Displacement of [3H]DAMGO from human MOR expressed in CHO cell membranes after 60 mins by liquid scintillation counting,1,Scientific Literature,J Med Chem,2018.0,1337.6,None,highly_active,3
2992,CHEMBL428563,O=C1NCN(c2ccccc2)C12CCN(C(c1ccccc1)c1ccccc1Cl)CC2,778.0,6.11,B,CHEMBL233,Mu opioid receptor,CHEMBL1139143,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cell membrane,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,431.97,4.86,intermediate,1
